BL_Number,Truck_Appointment_Date,Site,Product_Group,Product_Code,Unit_Freight,Carrier_ID,pallet_count,pick_weight
B29A163,2023-03-04,AMJK,SW,ETK0802005000AM-40,11.06,TRAFFIX-AM,1,1280
B29A163,2023-03-04,AMJK,SW,PSB0381701476AM-48,11.06,TRAFFIX-AM,3,2196
B29A781,2023-04-11,AMJK,SW,AM1-19771,8.46,CAL-AM,5,5595
B31A717,2023-03-23,AMJK,SW,ELB0511979000AM-40,15.07,TRAFFIX-AM,8,11576
B31A809,2023-03-24,AMJK,SW,AM1-19755-5,10.68,DRAKE-AM,5,5420
B31A809,2023-03-24,AMJK,SW,HCB1001801000AM-64,10.68,DRAKE-AM,2,3686
B31D566,2023-03-28,AMJK,SW,EHG0632005000AM-50,9.1,PDI-AM,1,1260
B31D566,2023-03-28,AMJK,SW,ELB0511979000N297-40,9.1,PDI-AM,6,8682
B31F774,2023-03-08,AMJK,SW,ELB0401979000AM-40EX,8.75,GEODIS,8,9080
B32A136,2023-03-16,AMJK,SW,PSB0331701476AM-48,16.98,QTRBACK-AM,4,2544
B32A218,2023-04-17,AMJK,SW,EHB0631977500AM-40,10.19,CAL-AM,2,2978
B32A218,2023-04-17,AMJK,SW,EHB0701976500AM-40,10.19,CAL-AM,2,2868
B32A218,2023-04-17,AMJK,SW,ELB0631977500AM-40,10.19,CAL-AM,1,1489
B32A218,2023-04-17,AMJK,SW,EMB04219711000AM-40,10.19,CAL-AM,1,1456
B32A218,2023-04-17,AMJK,SW,PSB0301501476AM-168P,10.19,CAL-AM,20,8920
B32A244,2023-03-23,AMJK,SW,EHB0801976000AM-40,24.7,GILTNER-AM,2,3026
B32A244,2023-03-23,AMJK,SW,HSB0511601500M530-64,24.7,GILTNER-AM,2,2506
B33A069,2023-04-06,AMJK,SW,EPB1502003000AM-40,9.2,TRAFFIX-AM,2,2880
B33A069,2023-04-06,AMJK,SW,HLP115450450AM-64,9.2,TRAFFIX-AM,1,1204
B33A244,2023-04-26,AMJK,SW,ELB0701976500AM-40,11.1,CAL-AM,7,10038
B33A244,2023-04-26,AMJK,SW,HSB0631801500C150-48,11.1,CAL-AM,2,2612
B33A292,2023-04-11,AMJK,SW,ETL0802005000AM-40,22.85,GILTNER-AM,10,12800
B33A292,2023-04-11,AMJK,SW,HTK0651801500M530-48,22.85,GILTNER-AM,1,1348
B33A378,2023-04-26,AMJK,SW,CLS0381501476AM-144P,12.8,DRAKE-AM,9,4365
B33A674,2023-07-25,AMJK,SW,PSB0331501476AM-36,10.35,QTRBACK-AM,5,2105
B33A722,2023-04-25,AMJK,SW,HCB0801501500AM-48,7.15,CAL-AM,2,2764
B33A722,2023-04-25,AMJK,SW,HCB0801801500AM-48,7.15,CAL-AM,2,3318
B33A722,2023-04-25,AMJK,SW,HCB1201801000AM-48,7.15,CAL-AM,1,1659
B33A722,2023-04-25,AMJK,SW,HLB0451801500AM-64,7.15,CAL-AM,2,2488
B33A722,2023-04-25,AMJK,SW,HLP115400450AM-128P,7.15,CAL-AM,5,2670
B33A722,2023-04-25,AMJK,SW,HSB0631801500AM-64,7.15,CAL-AM,3,5226
B33A806,2023-04-20,AMJK,SW,HTR0801801500AM-48,32.53,GILTNER-AM,2,3318
B33A806,2023-04-20,AMJK,SW,PSB0301501968AM-126P,32.53,GILTNER-AM,6,2676
B33A806,2023-04-20,AMJK,SW,PSB0331501476M530-36,32.53,GILTNER-AM,2,842
B33B080,2023-03-27,AMJK,SW,EHB0801976000AM-40,6.43,DRAKE-AM,14,21182
B34A135,2023-05-04,AMJK,SW,EHB0902955000AM-20,12.3,GILTNER-AM,6,6372
B34A280,2023-05-24,AMJK,SW,ELB0632957500AM-20,6.1,CAL-AM,5,5575
B34A280,2023-05-24,AMJK,SW,PSB0381701476AM-48,6.1,CAL-AM,4,2928
B34A294,2023-08-11,AMJK,SW,AM1-19763,7.72,CHR-AM,4,4764
B34A294,2023-08-11,AMJK,SW,HCB0801201500AM-60,7.72,CHR-AM,1,1382
B34A294,2023-08-11,AMJK,SW,HCB0901801500AM-48,7.72,CHR-AM,2,3732
B34B272,2023-05-09,AMJK,SW,ELB0401979000AM-40EX,8.92,GEODIS,5,5675
B35A023,2023-05-30,AMJK,SW,EHG0632005000AM-50,18.62,CHR-AM,5,6300
B36A105,2023-07-18,AMJK,SW,EUL0802005000AM-40,7.91,CHR-AM,10,12800
B36A408,2023-07-25,AMJK,SW,PSB0251501968AM-126P,8.41,CAL-AM,14,5208
B36A678,2023-07-18,AMJK,SW,EHY0632005000A390-50,13.59,DRAKE-AM,1,1260
B36A678,2023-07-18,AMJK,SW,ELB0511979000AM-40,13.59,DRAKE-AM,2,2894
B36A678,2023-07-18,AMJK,SW,ELB0512959000AM-20,13.59,DRAKE-AM,5,5415
B36A678,2023-07-18,AMJK,SW,PSB0301701476AM-48,13.59,DRAKE-AM,2,1156
B37A002,2023-07-25,AMJK,SW,ELB0631977500AM-40,8.67,CAL-AM,6,8934
B37A002,2023-07-25,AMJK,SW,EMB0501979000AM-40,8.67,CAL-AM,2,2836
B37A002,2023-07-25,AMJK,SW,HLP100450450AM-64,8.67,CAL-AM,1,1070
B37A020,2023-09-01,AMJK,SW,ELB0471979000AM-40,10.55,PDI-AM,2,2666
B37A020,2023-09-01,AMJK,SW,HCB1151801000AM-48,10.55,PDI-AM,1,1590
B37A020,2023-09-01,AMJK,SW,HLP115400450AM-64,10.55,PDI-AM,2,2136
B37A020,2023-09-01,AMJK,SW,HSB0671801500AM-64,10.55,PDI-AM,1,1852
B37A079,2023-08-08,AMJK,SW,EHB0801975000AM-40,6.64,CAL-AM,2,2522
B37A079,2023-08-08,AMJK,SW,EHB1151973500AM-40,6.64,CAL-AM,1,1269
B37A079,2023-08-08,AMJK,SW,PSB0251501968AM-126P,6.64,CAL-AM,12,4464
B37A079,2023-08-08,AMJK,SW,PSB0301501476AM-36,6.64,CAL-AM,9,3447
B37A170,2023-08-09,AMJK,SW,PSB0331501476AM-36,27.47,GILTNER-AM,4,1684
B37C270,2023-07-28,AMJK,SW,ELB0401979000AM-40,9.09,GEODIS,7,7945
B38A368,2023-09-19,AMJK,SW,EHB0801976000AM-40,7,CAL-AM,1,1513
B38A368,2023-09-19,AMJK,SW,EHB1151973500AM-40,7,CAL-AM,1,1269
B38A368,2023-09-19,AMJK,SW,HCB0801201500AM-60,7,CAL-AM,3,4146
B38A667,2023-09-21,AMJK,SW,ELB0401979000AM-40,8.14,PDI-AM,2,2270
B38A667,2023-09-21,AMJK,SW,ETY0802005000AM-40,8.14,PDI-AM,1,1280
B38A667,2023-09-21,AMJK,SW,PSB0301501968AM-126P,8.14,PDI-AM,4,1784
B39A263,2023-10-04,AMJK,SW,CHV0903009000AM-12,11.1,CAL-AM,3,3498
B39A263,2023-10-04,AMJK,SW,CHV1153006000AM-12,11.1,CAL-AM,3,2982
B39A263,2023-10-04,AMJK,SW,EHB0511977000T105-50,11.1,CAL-AM,3,4221
B39A286,2023-10-02,AMJK,SW,ELB0401979000AM-40EX,9.13,GEODIS,5,5675
B39A569,2023-11-10,AMJK,SW,EHB0551978000AM-40,14.13,DRAKE-AM,3,4161
B39A569,2023-11-10,AMJK,SW,EHB0631975000AM-50,14.13,DRAKE-AM,2,2482
B39A569,2023-11-10,AMJK,SW,HSB0671801000AM-32,14.13,DRAKE-AM,10,6170
B39A598,2023-10-20,AMJK,SW,EHB0701976500AM-40,9.33,DRAKE-AM,5,7170
B3AA280,2023-10-25,AMJK,SW,ELB0801975000AM-40,14.69,CHR-AM,2,2522
B3AA280,2023-10-25,AMJK,SW,ELB1001974500AM-40,14.69,CHR-AM,6,8508
B3AA425,2023-11-10,AMJK,SW,PSB0381501476AM-144P,9.21,CAL-AM,15,7275
B3AD138,2023-11-10,AMJK,SW,ELB0401979000AM-40EX,8.86,GEODIS,7,7945
B3CA161,2024-01-08,AMJK,SW,EPB0801975000AM-40,8.87,CAL-AM,1,1261
B3CA161,2024-01-08,AMJK,SW,EPB0802955000AM-20,8.87,CAL-AM,2,1888
B3CA161,2024-01-08,AMJK,SW,HCB0801801500AM-48,8.87,CAL-AM,1,1659
B3CA161,2024-01-08,AMJK,SW,HCB0901801500AM-48,8.87,CAL-AM,2,3732
B3CA161,2024-01-08,AMJK,SW,HCB1201801000AM-48,8.87,CAL-AM,1,1659
B3CA161,2024-01-08,AMJK,SW,PSB0331501476AM-168P,8.87,CAL-AM,3,1473
B3CA454,2024-01-15,AMJK,SW,EPB0903005000AM-20,10.04,CAL-AM,5,5400
B3CA454,2024-01-15,AMJK,SW,ETK0802005000AM-40,10.04,CAL-AM,1,1280
B3CA454,2024-01-15,AMJK,SW,ETL0802005000AM-40,10.04,CAL-AM,1,1280
B3CB611,2024-02-05,AMJK,SW,ELB0401979000AM-40EX,9.04,GEODIS,5,5675
B41B151,2024-03-28,AMJK,SW,EPB0802005000N103-40,11.46,CAL-AM,5,6400
B42C159,2024-03-27,AMJK,SW,ELB0401979000AM-40EX,8.93,GEODIS,11,12485
B43A700,2024-04-19,AMJK,SW,AM1-19747,9.62,TBTRUCK-AM,1,1111
B43A700,2024-04-19,AMJK,SW,AM1-19763,9.62,TBTRUCK-AM,1,1191
B43A700,2024-04-19,AMJK,SW,EPB0802006000AM-40,9.62,TBTRUCK-AM,2,3072
B43A700,2024-04-19,AMJK,SW,HLP115450450AM-64,9.62,TBTRUCK-AM,1,1204
B43A700,2024-04-19,AMJK,SW,HLP140450450AM-64,9.62,TBTRUCK-AM,1,1471
B43A700,2024-04-19,AMJK,SW,HSB0631801500AM-64,9.62,TBTRUCK-AM,2,3484
B43B182,2024-05-10,AMJK,SW,ELB0511979000AM-40,14.45,AAL-AM,3,4341
B43C609,2024-05-24,AMJK,SW,HLP100400450AM-64,8.26,CAL-AM,9,8541
B45A230,2024-07-26,AMJK,SW,CLS0381501476AM-144P,11.75,TRAFFIX-AM,2,970
B45A230,2024-07-26,AMJK,SW,HLP115450450AM-64,11.75,TRAFFIX-AM,4,4816
B45A230,2024-07-26,AMJK,SW,HSB0631801500AM-64,11.75,TRAFFIX-AM,3,5226
B45B124,2024-05-30,AMJK,SW,ELB0401979000AM-40EX,8.65,GEODIS,5,5675
B45B128,2024-06-13,AMJK,SW,ELB0401979000AM-40EX,8.95,GEODIS,10,11350
B46A535,2024-07-19,AMJK,SW,EHG0632005000AM-50,10.37,CHR-AM,2,2520
B46A535,2024-07-19,AMJK,SW,ELB1151973500AM-40,10.37,CHR-AM,5,6345
B46A619,2024-07-26,AMJK,SW,EHB0631977500N297-40,12.39,CHR-AM,6,8934
B47B162,2024-08-06,AMJK,SW,ELB0401979000AM-40EX,8.57,GEODIS,10,11350
B49F125,2024-09-25,AMJK,SW,ELB0401979000AM-40EX,8.77,GEODIS,15,17025
B4AA114,2024-11-13,AMJK,SW,ELB0401979000AM-40EX,8.98,GEODIS,10,11350
B51C137,2025-02-04,AMJK,SW,ELB0401979000AM-40,8.93,GEODIS,10,11350
B51C143,2025-02-20,AMJK,SW,ELB0401979000AM-40,8.95,GEODIS,5,5675
B53C003,2025-04-15,AMJK,SW,ELB0401979000AM-40,8.87,GEODIS,10,11350
B54E110,2025-05-14,AMJK,SW,ELB0401979000AM-40EX,9.05,GEODIS,15,17025
B57C088,2025-07-31,AMJK,SW,ELB0401979000AM-40EX,9.19,GEODIS,10,11350
B58A239,2025-09-17,AMJK,SW,ELB0401979000AM-40EX,8.84,GEODIS,5,5675
B5BC084,2025-12-08,AMJK,SW,ELB0401979000AM-40EX,8.72,GEODIS,5,5675
B5CB083,2026-01-20,AMJK,SW,ELB0401979000AM-40EX,9.02,GEODIS,10,11350
B61A134,2026-02-27,AMJK,SW,EPB0802005000AM-40,4.42,PDI-AM,5,6400
B61A134,2026-02-27,AMJK,SW,EPB0803006000AM-20,4.42,PDI-AM,5,5760
B61A192,2026-03-10,AMJK,SW,ELB0401979000AM-40EX,8.73,GEODIS,20,22700
BC3A057,2023-11-02,AMJK,SW,ETK0802005000AM-40,6.32,TRAFFIX-AM,3,3840
BX34044,2023-05-09,AMJK,SW,EHB0702956500AM-20,9.64,PDI-AM,1,1074
BX34044,2023-05-09,AMJK,SW,HCB0801801500AM-48,9.64,PDI-AM,5,8295
BX38188,2023-09-22,AMJK,SW,EHB0801976000AM-40,9.85,CAL-AM,5,7565
BX39073,2023-10-02,AMJK,SW,ETR0752006000AM-40,16.39,PDI-AM,6,8640
BX3A132,2023-05-12,AMJK,SW,ETL0802005000AM-40,7.96,CAL-AM,7,8960
BX3A150,2023-09-01,AMJK,SW,HCB0511751476N246-64,16.73,DRAKE-AM,4,5396
BX43338,2024-06-10,AMJK,SW,ELB0441977500AM-50,11.35,CHR-AM,5,6500
BXX7006,2024-08-21,AMJK,SW,HCB1151801000AM-48,4.19,CHR-AM,1,1590
BXX7006,2024-08-21,AMJK,SW,PSB0381701476AM-48,4.19,CHR-AM,3,2196
D41A062,2024-02-09,AMJK,SW,EPB0801975000AM-40,10.09,GILTNER-AM,2,2522
D46A012,2024-06-11,AMJK,SW,EPB0801975000AM-40,9.35,GILTNER-AM,4,5044
D47A077,2024-08-05,AMJK,SW,EPB0801975000AM-40,8.99,GILTNER-AM,1,1261
D49A014,2024-09-10,AMJK,SW,EPB0801975000AM-40,8.76,GILTNER-AM,4,5044
D4AA029,2024-10-28,AMJK,SW,ELB0471979000AM-40,1.88,CHR-AM,8,10664
D4BA021,2024-11-13,AMJK,SW,EPB0801975000AM-40,9.38,GILTNER-AM,4,5044
D53A070,2025-03-31,AMJK,SW,EPB0801975000AM-40,8.98,GILTNER-AM,4,5044
D57A052,2025-07-23,AMJK,SW,EPB0801975000AM-40,8.79,GILTNER-AM,4,5044
D5AA050,2025-10-28,AMJK,SW,EPB0801975000AM-40,9.25,GILTNER-AM,4,5044
W28A446,2023-03-20,AMJK,SW,AM1-29563-72,8.28,AAL-AM,35,37730
W2CA881,2023-05-09,AMJK,SW,HCB0701501500AM-64,0,CPU,8,12904
W2CA956,2023-03-03,AMJK,SW,EPB0702006000W120-40,8.96,CHARGER-AM,6,8064
W2CA956,2023-03-03,AMJK,SW,EPB0802005000W120-40,8.96,CHARGER-AM,4,5120
W2CA956,2023-03-03,AMJK,SW,EXB0502006800W120-50,8.96,CHARGER-AM,3,4080
W2CA956,2023-03-03,AMJK,SW,HCB0751801500W120-36,8.96,CHARGER-AM,1,1166
W2CA956,2023-03-03,AMJK,SW,HCB0801801500W120-36,8.96,CHARGER-AM,3,3732
W2CA956,2023-03-03,AMJK,SW,HLB0471301476W120-48,8.96,CHARGER-AM,10,6930
W2CA956,2023-03-03,AMJK,SW,HLP100356450W120-64,8.96,CHARGER-AM,3,2538
W2CA956,2023-03-03,AMJK,SW,HLP120400450W120-64,8.96,CHARGER-AM,5,5575
W31A044,2024-01-16,AMJK,SW,PSB0301701476AM-48,18.17,SAIA-IP,2,1156
W31A296,2023-03-20,AMJK,SW,AM1-19739-EX,1.66,TRAFFIX-AM,4,4424
W31A296,2023-03-20,AMJK,SW,ELB0511979000AM-40EX,1.66,TRAFFIX-AM,23,33281
W31A299,2023-03-28,AMJK,SW,ELB0511979000AM-40EX,1.6,TRAFFIX-AM,27,39069
W31A301,2023-03-28,AMJK,SW,ELB0511979000AM-40EX,1.6,TRAFFIX-AM,27,39069
W31A302,2023-03-21,AMJK,SW,ELB0511979000AM-40EX,1.6,TRAFFIX-AM,27,39069
W31A451,2024-01-15,AMJK,SW,EPB0801975000AM-40,8.16,GILTNER-AM,3,3783
W31A451,2024-01-15,AMJK,SW,HCB1001801000AM-64,8.16,GILTNER-AM,2,3686
W31A451,2024-01-15,AMJK,SW,HLP100400450AM-64,8.16,GILTNER-AM,5,4745
W31A451,2024-01-15,AMJK,SW,HLP100450450AM-64,8.16,GILTNER-AM,12,12840
W31A451,2024-01-15,AMJK,SW,HLP115450450AM-64,8.16,GILTNER-AM,3,3612
W31A451,2024-01-15,AMJK,SW,HLP140400450AM-64,8.16,GILTNER-AM,3,3915
W31A451,2024-01-15,AMJK,SW,PSB0381701476AM-48,8.16,GILTNER-AM,2,1464
W31A491,2023-04-24,AMJK,SW,AM1-18.759-EX,4.71,SAIA-IP,5,5295
W31A599,2023-03-16,AMJK,SW,EHB0701976000W120-40,8.9,CHARGER-AM,5,6620
W31A599,2023-03-16,AMJK,SW,EHL0632005000AM-50,8.9,CHARGER-AM,1,1260
W31A599,2023-03-16,AMJK,SW,ELB0451977000W120-50,8.9,CHARGER-AM,16,19856
W31A599,2023-03-16,AMJK,SW,HCB0751301500W120-48,8.9,CHARGER-AM,3,3369
W31A599,2023-03-16,AMJK,SW,HCB0901801500W120-36,8.9,CHARGER-AM,2,2800
W31A599,2023-03-16,AMJK,SW,HLP100356450W120-64,8.9,CHARGER-AM,4,3384
W31A621,2023-03-10,AMJK,SW,AM1-19763,6.7,CAL-AM,3,3573
W31A621,2023-03-10,AMJK,SW,EHB0602957500AM-20,6.7,CAL-AM,5,5310
W31A621,2023-03-10,AMJK,SW,EHB0701976500AM-40,6.7,CAL-AM,2,2868
W31A621,2023-03-10,AMJK,SW,ELB0401979000AM-40,6.7,CAL-AM,4,4540
W31A621,2023-03-10,AMJK,SW,ELB0471979000AM-40,6.7,CAL-AM,4,5332
W31A621,2023-03-10,AMJK,SW,EPB0902005000AM-40,6.7,CAL-AM,8,11520
W31A621,2023-03-10,AMJK,SW,ETY0802005000AM-40,6.7,CAL-AM,1,1280
W31A621,2023-03-10,AMJK,SW,HLP120400450H085-64,6.7,CAL-AM,4,4460
W31A694,2023-03-15,AMJK,SW,ELB0802005500AM-40EX,1.59,TRAFFIX-AM,7,9856
W31A694,2023-03-15,AMJK,SW,ELB0803005500AM-20EX,1.59,TRAFFIX-AM,28,29568
W31A876,2023-03-28,AMJK,SW,EHB0602957500AM-20,6.97,CAL-AM,4,4248
W31A876,2023-03-28,AMJK,SW,ELB0631977500H085-40,6.97,CAL-AM,7,10423
W31A876,2023-03-28,AMJK,SW,EPB0902005000AM-40,6.97,CAL-AM,5,7200
W31A876,2023-03-28,AMJK,SW,ETK0802005000AM-40,6.97,CAL-AM,1,1280
W31A876,2023-03-28,AMJK,SW,HCB0801201500H085-60,6.97,CAL-AM,2,2764
W31A876,2023-03-28,AMJK,SW,HLP120400450H085-64,6.97,CAL-AM,4,4460
W31A876,2023-03-28,AMJK,SW,HLP120450450H085-64,6.97,CAL-AM,4,5028
W31A876,2023-03-28,AMJK,SW,HTK0801801500AM-48,6.97,CAL-AM,1,1659
W31A929,2023-03-02,AMJK,SW,ELB0803005500AM-20EX,1.88,TRAFFIX-AM,36,38016
W31A980,2023-03-08,AMJK,SW,HCB0511751476N246-64,7.09,TRAFFIX-AM,26,35074
W31A993,2023-03-14,AMJK,SW,HSB0631801500C150-48,18.11,CWF-IP,3,3918
W31A995,2023-03-23,AMJK,SW,PSB0301501968AM-126P,24.39,DRAKE-AM,20,8920
W31A995,2023-03-23,AMJK,SW,PSB0331501476AM-36,24.39,DRAKE-AM,28,11788
W31B017,2023-03-17,AMJK,SW,ELB0701976500M727-40,4.83,DRAKE-AM,26,37284
W31B042,2024-01-17,AMJK,SW,EHB0551978000AM-40,4.64,SAIA-IP,3,4161
W31B054,2023-03-01,AMJK,SW,EPB0701976500S171-40,4.79,AAL-AM,14,20076
W31B054,2023-03-01,AMJK,SW,EPB0702956500S171-20,4.79,AAL-AM,14,15036
W31B080,2023-03-14,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B081,2023-03-14,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B082,2023-03-15,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B088,2023-03-01,AMJK,SW,ELB0801974600AM-40EX,1.63,TRAFFIX-AM,33,38280
W31B089,2023-03-23,AMJK,SW,ELB0801974600AM-40EX,1.63,TRAFFIX-AM,33,38280
W31B090,2023-03-24,AMJK,SW,ELB0801974600AM-40EX,1.63,TRAFFIX-AM,33,38280
W31B091,2023-03-29,AMJK,SW,ELB0801974600AM-40EX,1.58,TRAFFIX-AM,34,39440
W31B092,2023-05-09,AMJK,SW,ELB0701975000AM-50EX,1.68,TRAFFIX-AM,27,37233
W31B093,2023-05-09,AMJK,SW,ELB0701975000AM-50EX,1.68,DRAKE-AM,27,37233
W31B094,2023-03-21,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B095,2023-03-22,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B096,2023-04-18,AMJK,SW,AM1-19739-EX,1.61,DRAKE-AM,1,1106
W31B096,2023-04-18,AMJK,SW,ELB0511979000AM-40EX,1.61,DRAKE-AM,26,37622
W31B097,2023-04-18,AMJK,SW,ELB0511979000AM-40EX,1.66,TRAFFIX-AM,26,37622
W31B098,2023-04-25,AMJK,SW,EPB0702004700AM-50EX,1.64,TRAFFIX-AM,29,38164
W31B099,2023-03-16,AMJK,SW,EPB0632004700AM-50EX,1.98,IP-TRUCK,32,37888
W31B100,2023-03-17,AMJK,SW,EPB0632004700AM-50EX,1.98,IP-TRUCK,32,37888
W31B102,2023-03-21,AMJK,SW,EPB0632004700AM-50EX,1.65,TRAFFIX-AM,32,37888
W31B140,2023-03-07,AMJK,SW,HCB0511751476N246-64,10.3,CHARGER-AM,26,35074
W31B168,2023-03-01,AMJK,SW,AM1-29563,9.92,CAL-AM,6,5352
W31B168,2023-03-01,AMJK,SW,EHB0631977500AM-40,9.92,CAL-AM,1,1489
W31B168,2023-03-01,AMJK,SW,ELB0611975000AM-50,9.92,CAL-AM,2,2404
W31B168,2023-03-01,AMJK,SW,EXB0402009000P880-40,9.92,CAL-AM,12,13824
W31B168,2023-03-01,AMJK,SW,HLP100450450AM-64,9.92,CAL-AM,1,1070
W31B168,2023-03-01,AMJK,SW,PSB0331701968AM-84P,9.92,CAL-AM,16,5936
W31B208,2023-03-09,AMJK,SW,EXB0452009000AM-40,2.2,IP-TRUCK,28,36288
W31B277,2023-03-06,AMJK,SW,HTK0651801500M530-48,19.48,SAIA-IP,1,1348
W31B289,2023-03-10,AMJK,SW,ETL0802005000AM-40,15.4,CWF-IP,2,2560
W31B290,2023-03-10,AMJK,SW,AM1-19759,17.14,DRAKE-AM,8,8928
W31B290,2023-03-10,AMJK,SW,AM1-19771,17.14,DRAKE-AM,1,1119
W31B290,2023-03-10,AMJK,SW,EHO0632005000AM-50,17.14,DRAKE-AM,6,7560
W31B290,2023-03-10,AMJK,SW,HCB0801801500AM-48,17.14,DRAKE-AM,1,1659
W31B290,2023-03-10,AMJK,SW,PSB0331501476AM-168P,17.14,DRAKE-AM,23,11293
W31B451,2024-01-18,AMJK,SW,HLP100400450AM-64,12.01,GILTNER-AM,6,5694
W31B451,2024-01-18,AMJK,SW,HSB0631801500AM-64,12.01,GILTNER-AM,10,17420
W31B458,2024-01-17,AMJK,SW,ELB0471979000AM-40,9.93,GILTNER-AM,3,3999
W31B458,2024-01-17,AMJK,SW,ELB0511979000AM-40,9.93,GILTNER-AM,1,1447
W31B458,2024-01-17,AMJK,SW,ELB0701976500AM-40,9.93,GILTNER-AM,7,10038
W31B458,2024-01-17,AMJK,SW,ELB0702956500AM-20,9.93,GILTNER-AM,10,10740
W31B458,2024-01-17,AMJK,SW,ELB1151973500AM-40,9.93,GILTNER-AM,2,2538
W31B458,2024-01-17,AMJK,SW,HLP115450450AM-64,9.93,GILTNER-AM,1,1204
W31B506,2024-01-22,AMJK,SW,PSB0381701476AM-96P,34.2,SAIA-IP,3,1098
W31B876,2023-04-06,AMJK,SW,AM1-19763,7.11,CAL-AM,1,1191
W31B876,2023-04-06,AMJK,SW,EHB0551975000H085-50,7.11,CAL-AM,5,5420
W31B876,2023-04-06,AMJK,SW,EHB0551978000AM-40,7.11,CAL-AM,1,1387
W31B876,2023-04-06,AMJK,SW,EHB0602957500AM-20,7.11,CAL-AM,3,3186
W31B876,2023-04-06,AMJK,SW,EHL0632005000AM-50,7.11,CAL-AM,1,1260
W31B876,2023-04-06,AMJK,SW,ELB0512959000AM-20,7.11,CAL-AM,4,4332
W31B876,2023-04-06,AMJK,SW,ELB0631977500H085-40,7.11,CAL-AM,1,1489
W31B876,2023-04-06,AMJK,SW,HCB1201801000AM-48,7.11,CAL-AM,2,3318
W31B876,2023-04-06,AMJK,SW,HLP115450450H085-64,7.11,CAL-AM,4,4816
W31B876,2023-04-06,AMJK,SW,HLP120450450H085-64,7.11,CAL-AM,4,5028
W31B876,2023-04-06,AMJK,SW,PSB0301501476AM-168P,7.11,CAL-AM,4,1784
W31B876,2023-04-06,AMJK,SW,PSB0381701476AM-48,7.11,CAL-AM,4,2928
W31B892,2024-01-31,AMJK,SW,AM1-19747,7.25,CAL-AM,10,11110
W31B892,2024-01-31,AMJK,SW,AM1-19763,7.25,CAL-AM,2,2382
W31B892,2024-01-31,AMJK,SW,AM1-29547,7.25,CAL-AM,5,4160
W31B892,2024-01-31,AMJK,SW,EMB0502959000AM-20,7.25,CAL-AM,18,19116
W31B995,2023-03-06,AMJK,SW,AM1-19759,26.56,CWF-IP,4,4464
W31B995,2023-03-06,AMJK,SW,HLP115450450AM-64,26.56,CWF-IP,1,1204
W31B995,2023-03-06,AMJK,SW,PSB0381701476AM-48,26.56,CWF-IP,2,1464
W31C101,2023-03-16,AMJK,SW,EPB0632004700AM-50EX,1.65,TRAFFIX-AM,32,37888
W31C103,2023-03-22,AMJK,SW,EPB0632004700AM-50EX,1.65,TRAFFIX-AM,32,37888
W31C140,2023-03-07,AMJK,SW,HCB0511751476N246-64,10.7,TRAFFIX-AM,26,35074
W31C248,2023-03-06,AMJK,SW,ELB0511979000H085-40,7.78,CAL-AM,6,8682
W31C248,2023-03-06,AMJK,SW,ELB0631977500H085-40,7.78,CAL-AM,6,8934
W31C248,2023-03-06,AMJK,SW,HLP120450450H085-64,7.78,CAL-AM,10,12570
W31C248,2023-03-06,AMJK,SW,PSB0301501476AM-36,7.78,CAL-AM,16,6128
W31C435,2023-03-09,AMJK,SW,CHV0803009000W120-12,8.57,CHARGER-AM,12,12444
W31C435,2023-03-09,AMJK,SW,EHG0632005000AM-50,8.57,CHARGER-AM,1,1260
W31C435,2023-03-09,AMJK,SW,EHL0632005000AM-50,8.57,CHARGER-AM,1,1260
W31C435,2023-03-09,AMJK,SW,EHR0632005000AM-50,8.57,CHARGER-AM,2,2520
W31C435,2023-03-09,AMJK,SW,EHY0632005000AM-50,8.57,CHARGER-AM,2,2520
W31C435,2023-03-09,AMJK,SW,EPB1203003500W120-20,8.57,CHARGER-AM,3,3024
W31C435,2023-03-09,AMJK,SW,EXB0502006800W120-50,8.57,CHARGER-AM,2,2720
W31C435,2023-03-09,AMJK,SW,HCB0631301312W120-48,8.57,CHARGER-AM,4,3300
W31C435,2023-03-09,AMJK,SW,HCB0751401500W120-48,8.57,CHARGER-AM,2,2420
W31C435,2023-03-09,AMJK,SW,HCB0801801500W120-36,8.57,CHARGER-AM,6,7464
W31C765,2023-03-06,AMJK,SW,CHV08030010000AM-12,5.33,PDI-AM,13,14976
W31C765,2023-03-06,AMJK,SW,ELB0451977000W051-50,5.33,PDI-AM,8,9928
W31C765,2023-03-06,AMJK,SW,EPB0801975000W051-40,5.33,PDI-AM,1,1261
W31C765,2023-03-06,AMJK,SW,EPB1003004000AM-20,5.33,PDI-AM,5,4800
W31C765,2023-03-06,AMJK,SW,EUB0802005000AM-40,5.33,PDI-AM,6,7680
W31C815,2023-03-02,AMJK,SW,EPB0702956500S171-20,12.36,CWF-IP,2,2148
W31D140,2023-03-10,AMJK,SW,HCB0511101476N246-80,10.81,CHARGER-AM,9,9540
