BL_Number,Truck_Appointment_Date,Site,Product_Group,Product_Code,Unit_Freight,Carrier_ID,pallet_count,pick_weight
W31D140,2023-03-10,AMJK,SW,HCB0511751476N246-64,10.81,CHARGER-AM,11,14839
W31D140,2023-03-10,AMJK,SW,HCB0631751476N246-64,10.81,CHARGER-AM,4,6664
W31D140,2023-03-10,AMJK,SW,HLP115445450N246-64,10.81,CHARGER-AM,2,2380
W31D141,2023-03-08,AMJK,SW,EHB0631975000N246-60,9.3,CHARGER-AM,19,28291
W31D141,2023-03-08,AMJK,SW,HLP100445450N246-64,9.3,CHARGER-AM,10,10580
W31D670,2023-03-23,AMJK,SW,ELB0471979000AM-40,6.91,CAL-AM,5,6665
W31D670,2023-03-23,AMJK,SW,ELB0511979000H085-40,6.91,CAL-AM,4,5788
W31D670,2023-03-23,AMJK,SW,ELS0901975000AM-40,6.91,CAL-AM,5,7090
W31D670,2023-03-23,AMJK,SW,EMB0501979000AM-40,6.91,CAL-AM,1,1418
W31D670,2023-03-23,AMJK,SW,EPB0702006500AM-40,6.91,CAL-AM,2,2912
W31D670,2023-03-23,AMJK,SW,HCB1201801000AM-48,6.91,CAL-AM,1,1659
W31D670,2023-03-23,AMJK,SW,HLP120450450H085-64,6.91,CAL-AM,6,7542
W31D670,2023-03-23,AMJK,SW,HTL0801801500AM-48,6.91,CAL-AM,2,3318
W31D670,2023-03-23,AMJK,SW,PSB0381501476AM-144P,6.91,CAL-AM,2,970
W31D878,2023-03-03,AMJK,SW,CHV1503005000AM-12,5.23,TRAFFIX-AM,3,3240
W31D878,2023-03-03,AMJK,SW,EPB0801976000W051-40,5.23,TRAFFIX-AM,1,1513
W31D878,2023-03-03,AMJK,SW,EPB1003004000AM-20,5.23,TRAFFIX-AM,35,33600
W31E141,2023-03-10,AMJK,SW,EHB0632956500AM-20,10.89,TRAFFIX-AM,13,12558
W31E141,2023-03-10,AMJK,SW,EHB0701975000AM-40,10.89,TRAFFIX-AM,6,6618
W31E141,2023-03-10,AMJK,SW,ELB0511979000AM-40,10.89,TRAFFIX-AM,1,1447
W31E141,2023-03-10,AMJK,SW,HCB0631751476N246-64,10.89,TRAFFIX-AM,1,1666
W31E141,2023-03-10,AMJK,SW,HLP115445450N246-64,10.89,TRAFFIX-AM,8,9520
W31E141,2023-03-10,AMJK,SW,PSB0301301968AM-126P,10.89,TRAFFIX-AM,8,3096
W32A021,2023-03-14,AMJK,SW,HSB0631801500C150-48,12.86,PDI-AM,13,16978
W32A028,2023-03-06,AMJK,SW,HCB0631801500M530-48,33.35,SAIA-IP,1,1306
W32A028,2023-03-06,AMJK,SW,HTK0651801500M530-48,33.35,SAIA-IP,1,1348
W32A029,2023-03-06,AMJK,SW,HTK0651801500M530-48,40.55,SAIA-IP,1,1348
W32A039,2023-03-24,AMJK,SW,EHB0552958000N246-20,13.89,DRAKE-AM,11,11418
W32A039,2023-03-24,AMJK,SW,ETK0802005000AM-40,13.89,DRAKE-AM,1,1280
W32A039,2023-03-24,AMJK,SW,HBT180450450AM-48,13.89,DRAKE-AM,2,2850
W32A039,2023-03-24,AMJK,SW,HCB0511451476N246-64,13.89,DRAKE-AM,15,16770
W32A039,2023-03-24,AMJK,SW,PSB0301701476AM-48,13.89,DRAKE-AM,1,578
W32A047,2023-03-07,AMJK,SW,PSB0381701476P815-96P,8.49,SAIA-IP,5,1830
W32A050,2023-03-21,AMJK,SW,PSB0381701476P815-96P,8.49,SAIA-IP,5,1830
W32A054,2023-03-08,AMJK,SW,CHV07530010000AM-12,8.1,GILTNER-AM,37,39960
W32A070,2023-03-14,AMJK,SW,EPB0802005000C150-40,11.02,SAIA-IP,3,3840
W32A083,2023-03-14,AMJK,SW,EHB0802006000AM-40EX,1.94,TRAFFIX-AM,14,21504
W32A083,2023-03-14,AMJK,SW,ELB0401907000AM-50EX,1.94,TRAFFIX-AM,10,10640
W32A114,2023-03-13,AMJK,SW,EPB0802005000N190-40EX,1.81,TRAFFIX-AM,27,34560
W32A134,2023-03-15,AMJK,SW,ETL0702004700AM-50EX,1.58,TRAFFIX-AM,8,10528
W32A134,2023-03-15,AMJK,SW,ETO0702004700AM-50EX,1.58,TRAFFIX-AM,8,10528
W32A134,2023-03-15,AMJK,SW,ETR0702004700AM-50EX,1.58,TRAFFIX-AM,6,7896
W32A134,2023-03-15,AMJK,SW,ETY0702004700AM-50EX,1.58,TRAFFIX-AM,8,10528
W32A142,2023-03-14,AMJK,SW,EUH0901975000AM-40,18.83,CWF-IP,1,1418
W32A168,2023-04-12,AMJK,SW,ELB0401979000AM-40,6.85,CAL-AM,5,5675
W32A168,2023-04-12,AMJK,SW,ELB0511979000H085-40,6.85,CAL-AM,3,4341
W32A168,2023-04-12,AMJK,SW,ELB0631977500H085-40,6.85,CAL-AM,8,11912
W32A168,2023-04-12,AMJK,SW,EPB0702006500AM-40,6.85,CAL-AM,3,4368
W32A168,2023-04-12,AMJK,SW,HLP115450450H085-64,6.85,CAL-AM,5,6020
W32A168,2023-04-12,AMJK,SW,HLP120450450H085-64,6.85,CAL-AM,4,5028
W32A170,2023-03-17,AMJK,SW,EHB0601977500AM-40,0,CPU,24,34032
W32A170,2023-03-17,AMJK,SW,ELB0511979000AM-40,0,CPU,2,2894
W32A174,2023-03-01,AMJK,SW,PSB0301501476AM-36EX,10.5,SAIA-IP,3,1149
W32A181,2023-03-02,AMJK,SW,EMB0551978000AM-40,20.16,CWF-IP,1,1387
W32A205,2023-04-06,AMJK,SW,HTR0651801500AM-64,17.35,SAIA-IP,4,7188
W32A209,2023-03-21,AMJK,SW,HTR0651801500AM-64,17.43,SAIA-IP,4,7188
W32A286,2023-03-07,AMJK,SW,ELB0511979000AM-40,16.76,GILTNER-AM,7,10129
W32A286,2023-03-07,AMJK,SW,EPB0752006000AM-40,16.76,GILTNER-AM,18,25920
W32A286,2023-03-07,AMJK,SW,HLP140450450A574-64,16.76,GILTNER-AM,1,1471
W32A286,2023-03-07,AMJK,SW,PSB0301501968AM-126P,16.76,GILTNER-AM,3,1338
W32A290,2023-03-17,AMJK,SW,CHV07530010000AM-12,7.83,CAL-AM,4,4320
W32A290,2023-03-17,AMJK,SW,CLV04530010000AM-16,7.83,CAL-AM,6,5184
W32A290,2023-03-17,AMJK,SW,CLV04530012000AM-16,7.83,CAL-AM,18,18666
W32A290,2023-03-17,AMJK,SW,CLV05130012000AM-16,7.83,CAL-AM,4,4700
W32A290,2023-03-17,AMJK,SW,ETG0802005000AM-40,7.83,CAL-AM,2,2560
W32A290,2023-03-17,AMJK,SW,HTL0801801500AM-48,7.83,CAL-AM,2,3318
W32A291,2023-03-13,AMJK,SW,CLV05130012000AM-16,7.93,CAL-AM,12,14100
W32A291,2023-03-13,AMJK,SW,CLV07530010000AM-12,7.93,CAL-AM,10,10800
W32A291,2023-03-13,AMJK,SW,CLV0753009600AM-12,7.93,CAL-AM,8,8296
W32A291,2023-03-13,AMJK,SW,EPB0652007000AM-40,7.93,CAL-AM,2,2912
W32A291,2023-03-13,AMJK,SW,HCB0601802000AM-48,7.93,CAL-AM,1,1659
W32A291,2023-03-13,AMJK,SW,HCB0801201500AM-60,7.93,CAL-AM,1,1382
W32A296,2023-03-02,AMJK,SW,EHB0701976500AM-40,9.27,DRAKE-AM,2,2868
W32A296,2023-03-02,AMJK,SW,ELB0511979000N297-40,9.27,DRAKE-AM,4,5788
W32A296,2023-03-02,AMJK,SW,EPB0752005000N297-40,9.27,DRAKE-AM,2,2400
W32A296,2023-03-02,AMJK,SW,EPB0802006000N297-40,9.27,DRAKE-AM,2,3072
W32A296,2023-03-02,AMJK,SW,EPB1502003000AM-40,9.27,DRAKE-AM,4,5760
W32A296,2023-03-02,AMJK,SW,EUK0803006000AM-206%,9.27,DRAKE-AM,15,17280
W32A312,2023-03-02,AMJK,SW,EPB0702956500S171-20,3.82,PDI-AM,19,20406
W32A312,2023-03-02,AMJK,SW,EPB0801976000S171-40,3.82,PDI-AM,6,9078
W32A312,2023-03-02,AMJK,SW,EPB0803006000S171-20,3.82,PDI-AM,9,10368
W32A320,2023-03-10,AMJK,SW,AMU-3090-6,8.89,GILTNER-AM,30,31110
W32A320,2023-03-10,AMJK,SW,PSB0331501476AM-36,8.89,GILTNER-AM,5,2105
W32A320,2023-03-10,AMJK,SW,PSB0331501476M530-36,8.89,GILTNER-AM,8,3368
W32A345,2023-04-05,AMJK,SW,EXB0452009000AM-40,1.89,TRAFFIX-AM,28,36288
W32A366,2023-03-03,AMJK,SW,ELB0702956500AM-20,7.76,GILTNER-AM,35,37590
W32A374,2023-03-07,AMJK,SW,PSB0301501476AM-36,23.27,SAIA-IP,1,383
W32A374,2023-03-07,AMJK,SW,PSB0331701476AM-48,23.27,SAIA-IP,1,636
W32A385,2023-03-01,AMJK,SW,CHV0852009000AM-24,4.88,TRAFFIX-AM,23,33787
W32A385,2023-03-01,AMJK,SW,CHV1402005400AM-24,4.88,TRAFFIX-AM,5,7260
W32A386,2023-03-02,AMJK,SW,CHV1102007000AM-24,4.85,TRAFFIX-AM,23,33994
W32A386,2023-03-02,AMJK,SW,CHV1402005400AM-24,4.85,TRAFFIX-AM,5,7260
W32A415,2023-03-23,AMJK,SW,EHB0701976000W120-40,9.05,CHARGER-AM,5,6620
W32A415,2023-03-23,AMJK,SW,EXB0502006800W120-50,9.05,CHARGER-AM,13,17680
W32A415,2023-03-23,AMJK,SW,HCB0801801500W120-36,9.05,CHARGER-AM,5,6220
W32A415,2023-03-23,AMJK,SW,HLP120450450W120-64,9.05,CHARGER-AM,5,6285
W32A430,2023-03-06,AMJK,SW,EHB0701975000AM-40EX,2.96,TRAFFIX-AM,15,16545
W32A430,2023-03-06,AMJK,SW,EHB0701976000AM-40EX,2.96,TRAFFIX-AM,6,7944
W32A444,2023-04-29,AMJK,SW,AM1-19763,6.94,CAL-AM,4,4764
W32A444,2023-04-29,AMJK,SW,EHB0551975000H085-50,6.94,CAL-AM,10,10840
W32A444,2023-04-29,AMJK,SW,ELB0511979000H085-40,6.94,CAL-AM,1,1447
W32A444,2023-04-29,AMJK,SW,HLP100400450AM-64,6.94,CAL-AM,2,1898
W32A444,2023-04-29,AMJK,SW,HLP115450450H085-64,6.94,CAL-AM,2,2408
W32A444,2023-04-29,AMJK,SW,HLP120400450H085-64,6.94,CAL-AM,5,5575
W32A444,2023-04-29,AMJK,SW,PSB0381701476AM-48,6.94,CAL-AM,10,7320
W32A445,2023-03-28,AMJK,SW,EPB0802005000AM-40,0,CPU,8,10240
W32A452,2023-03-14,AMJK,SW,EPB1152003500AM-40,10.12,GILTNER-AM,1,1288
W32A452,2023-03-14,AMJK,SW,EUB0702006500AM-40,10.12,GILTNER-AM,5,7280
W32A452,2023-03-14,AMJK,SW,EUH0801975000AM-40,10.12,GILTNER-AM,5,6305
W32A452,2023-03-14,AMJK,SW,EUH0901975000AM-406%,10.12,GILTNER-AM,10,14180
W32A452,2023-03-14,AMJK,SW,HCB1201801000AM-48,10.12,GILTNER-AM,1,1659
W32A452,2023-03-14,AMJK,SW,HSB0631801500AM-64,10.12,GILTNER-AM,1,1742
W32A470,2023-03-07,AMJK,SW,PSB0331501476AM-168P,17.97,SAIA-IP,3,1473
W32A509,2023-03-09,AMJK,SW,EHY0632005000AM-50,16.32,GILTNER-AM,3,3780
W32A509,2023-03-09,AMJK,SW,HLP115450450AM-64,16.32,GILTNER-AM,1,1204
W32A509,2023-03-09,AMJK,SW,HSB0571701000SE89-64,16.32,GILTNER-AM,12,11904
W32A509,2023-03-09,AMJK,SW,HTK0801801500AM-48,16.32,GILTNER-AM,2,3318
W32A509,2023-03-09,AMJK,SW,PSB0331701968AM-84P,16.32,GILTNER-AM,14,5194
W32A524,2023-03-22,AMJK,SW,HCB0801201500AM-60EX,23.81,SAIA-IP,2,2764
W32A524,2023-03-22,AMJK,SW,HCB0801501500M676-48,23.81,SAIA-IP,1,1382
W32A527,2023-03-01,AMJK,SW,EHB0631975000W051-50,5.19,TRAFFIX-AM,23,28543
W32A527,2023-03-01,AMJK,SW,ELB0511979000W051-40,5.19,TRAFFIX-AM,7,10129
W32A529,2023-03-27,AMJK,SW,AM1-29570,13.96,GILTNER-AM,8,8592
W32A529,2023-03-27,AMJK,SW,AML-29539-LC,13.96,GILTNER-AM,7,5796
W32A529,2023-03-27,AMJK,SW,ELB0903005000AM-20,13.96,GILTNER-AM,15,16200
W32A529,2023-03-27,AMJK,SW,PSB0331501476AM-36,13.96,GILTNER-AM,1,421
W32A532,2023-03-14,AMJK,SW,ELB0631976000AM-40,3.85,IP-TRUCK,15,17865
W32A532,2023-03-14,AMJK,SW,PSB0381501476AM-144P,3.85,IP-TRUCK,6,2910
W32A550,2023-04-03,AMJK,SW,AM1-19739,10.04,GILTNER-AM,28,30968
W32A550,2023-04-03,AMJK,SW,HTL0801801500AM-48,10.04,GILTNER-AM,2,3318
W32A550,2023-04-03,AMJK,SW,PSB0331501476M530-36,10.04,GILTNER-AM,3,1263
W32A551,2023-03-02,AMJK,SW,HLP140450450S781-64,6.77,CHARGER-AM,24,35304
W32A552,2023-03-01,AMJK,SW,PSB0331501476M530-36,19.13,SAIA-IP,2,842
W32A556,2023-03-01,AMJK,SW,EHB0551978000AM-40,15.68,PDI-AM,2,2774
W32A556,2023-03-01,AMJK,SW,EHB0631975000AM-50,15.68,PDI-AM,3,3723
W32A556,2023-03-01,AMJK,SW,HCB0701201500AM-80,15.68,PDI-AM,2,3226
W32A557,2023-03-08,AMJK,SW,EHB0801975000AM-40,11.2,CWF-IP,4,5044
W32A558,2023-03-21,AMJK,SW,EHB0631977500AM-40,10.58,PDI-AM,13,19357
W32A558,2023-03-21,AMJK,SW,EHB1501973000N103-40,10.58,PDI-AM,4,5672
W32A558,2023-03-21,AMJK,SW,EHL0632005000AM-50,10.58,PDI-AM,5,6300
W32A558,2023-03-21,AMJK,SW,ELB0511979000AM-40,10.58,PDI-AM,2,2894
W32A558,2023-03-21,AMJK,SW,EPB0802006000N297-40,10.58,PDI-AM,3,4608
W32A558,2023-03-21,AMJK,SW,PSB0301501968AM-126P,10.58,PDI-AM,3,1338
W32A580,2023-04-04,AMJK,SW,PSB0301501968T392-45,15.09,PDI-AM,26,16588
W32A583,2023-03-24,AMJK,SW,EHB0551978000AM-40,14.15,SAIA-IP,3,4161
W32A588,2023-03-03,AMJK,SW,AM1-19763,17.76,PDI-AM,5,5955
W32A588,2023-03-03,AMJK,SW,AM1-29563,17.76,PDI-AM,1,892
W32A588,2023-03-03,AMJK,SW,PSB0301701476AM-112P,17.76,PDI-AM,6,2022
W32A594,2023-03-01,AMJK,SW,HLP115400450AM-64,9.17,CAL-AM,26,27768
W32A598,2023-03-03,AMJK,SW,CLS0381501476AM-144P,10.34,CAL-AM,20,9700
W32A598,2023-03-03,AMJK,SW,ETR0802005000AM-40,10.34,CAL-AM,2,2560
W32A598,2023-03-03,AMJK,SW,HCB0801801500AM-48,10.34,CAL-AM,4,6636
W32A601,2023-03-24,AMJK,SW,HSB0631801500C150-48,16.02,CWF-IP,3,3918
W32A609,2023-03-09,AMJK,SW,EOB2034831524AM-40,18.3,GILTNER-AM,5,6080
W32A609,2023-03-09,AMJK,SW,EPB1502003000AM-40,18.3,GILTNER-AM,6,8640
W32A609,2023-03-09,AMJK,SW,PSB0381501476AM-36,18.3,GILTNER-AM,3,1455
W32A629,2023-04-26,AMJK,SW,EHB0554008000W120-16,8.7,CHARGER-AM,20,22520
W32A629,2023-04-26,AMJK,SW,EHG0632005000AM-50,8.7,CHARGER-AM,2,2520
W32A629,2023-04-26,AMJK,SW,EHR0632005000AM-50,8.7,CHARGER-AM,2,2520
W32A629,2023-04-26,AMJK,SW,EHY0632005000AM-50,8.7,CHARGER-AM,2,2520
W32A629,2023-04-26,AMJK,SW,EPB0803006000AM-20,8.7,CHARGER-AM,4,4608
W32A629,2023-04-26,AMJK,SW,HCB0901401500W120-48,8.7,CHARGER-AM,2,2904
W32A633,2023-03-14,AMJK,SW,AM1-18.751-EX,1.61,TRAFFIX-AM,26,27768
W32A633,2023-03-14,AMJK,SW,AM1-18.759-EX,1.61,TRAFFIX-AM,2,2118
W32A633,2023-03-14,AMJK,SW,AM1-19751-EX,1.61,TRAFFIX-AM,3,3375
W32A633,2023-03-14,AMJK,SW,AM1-19771-EX,1.61,TRAFFIX-AM,5,5595
W32A636,2023-03-07,AMJK,SW,ELB0511979000AM-40,9.56,CHARGER-AM,10,14470
W32A636,2023-03-07,AMJK,SW,PSB0301301968AM-126P,9.56,CHARGER-AM,25,9675
W32A641,2023-03-16,AMJK,SW,AM1-295106-CR,4.01,PDI-AM,16,24016
W32A641,2023-03-16,AMJK,SW,ETK0802005000AM-40,4.01,PDI-AM,1,1280
W32A641,2023-03-16,AMJK,SW,PSB0381701476AM-96P,4.01,PDI-AM,10,3660
W32A659,2023-03-15,AMJK,SW,ETO0752005000AM-40,7.9,GILTNER-AM,15,18000
W32A659,2023-03-15,AMJK,SW,HCB0801801500AM-48,7.9,GILTNER-AM,5,8295
W32A659,2023-03-15,AMJK,SW,HTK0801801500AM-48,7.9,GILTNER-AM,1,1659
W32A659,2023-03-15,AMJK,SW,HTL0801801500AM-48,7.9,GILTNER-AM,3,4977
W32A659,2023-03-15,AMJK,SW,HTR0801801500AM-48,7.9,GILTNER-AM,1,1659
W32A675,2023-03-28,AMJK,SW,HSB0631801500C150-48,16.02,CWF-IP,3,3918
W32A679,2023-03-01,AMJK,SW,PSB0331501476M530-36,20.38,CWF-IP,6,2526
W32A683,2023-03-20,AMJK,SW,EPB0802005000AM-40,1.86,IP-TRUCK,11,14080
W32A683,2023-03-20,AMJK,SW,EPB0902005000AM-40,1.86,IP-TRUCK,6,8640
W32A683,2023-03-20,AMJK,SW,HCB0801801500AM-48,1.86,IP-TRUCK,9,14931
W32A685,2023-03-23,AMJK,SW,EXB0403009000AM-20EX,1.61,TRAFFIX-AM,45,38880
W32A686,2023-04-28,AMJK,SW,ELB0701976500M727-40,4.79,CAL-AM,26,37284
W32A687,2023-03-06,AMJK,SW,EXB0403009000AM-20EX,1.61,TRAFFIX-AM,45,38880
W32A690,2023-03-03,AMJK,SW,ELB0511979000NO-40,6.93,TRAFFIX-AM,10,14470
W32A690,2023-03-03,AMJK,SW,HCB0801801500NO-48,6.93,TRAFFIX-AM,10,16590
W32A690,2023-03-03,AMJK,SW,HLP140450450S781-64,6.93,TRAFFIX-AM,2,2942
W32A690,2023-03-03,AMJK,SW,PSB0301701476AM-112P,6.93,TRAFFIX-AM,2,674
W32A696,2023-03-07,AMJK,SW,HLP110450396AM-64EX,12.54,GILTNER-AM,20,20260
W32A696,2023-03-07,AMJK,SW,PSB0251501476AM-168PEX,12.54,GILTNER-AM,10,3720
W32A704,2023-03-03,AMJK,SW,ELB0631977500AM-40,28.77,SAIA-IP,1,1489
W32A709,2023-04-13,AMJK,SW,EHK0632005000AM-50,9.48,AAL-AM,1,1260
W32A709,2023-04-13,AMJK,SW,EMB0421979000AM-40,9.48,AAL-AM,10,11910
W32A709,2023-04-13,AMJK,SW,EPB1152003500AM-40,9.48,AAL-AM,2,2576
W32A709,2023-04-13,AMJK,SW,HSB0571301000J015-64,9.48,AAL-AM,10,7590
W32A709,2023-04-13,AMJK,SW,HSB0631301500AM-80,9.48,AAL-AM,1,1572
W32A709,2023-04-13,AMJK,SW,HTK0801801500AM-48,9.48,AAL-AM,3,4977
W32A709,2023-04-13,AMJK,SW,HTL0801801500AM-48,9.48,AAL-AM,2,3318
W32A725,2023-05-11,AMJK,SW,AM1-19739,6.3,CAL-AM,2,2212
W32A725,2023-05-11,AMJK,SW,ELB0631977500H085-40,6.3,CAL-AM,12,17868
W32A725,2023-05-11,AMJK,SW,EMB04219711000AM-40,6.3,CAL-AM,1,1456
W32A725,2023-05-11,AMJK,SW,ETG0802005000AM-40,6.3,CAL-AM,1,1280
W32A725,2023-05-11,AMJK,SW,HLP100450450AM-64,6.3,CAL-AM,1,1070
W32A725,2023-05-11,AMJK,SW,HLP115450450H085-64,6.3,CAL-AM,5,6020
W32A725,2023-05-11,AMJK,SW,HLP120400450H085-64,6.3,CAL-AM,2,2230
W32A725,2023-05-11,AMJK,SW,HTK0801801500AM-48,6.3,CAL-AM,2,3318
W32A725,2023-05-11,AMJK,SW,HTY0801801500AM-48,6.3,CAL-AM,1,1659
W32A726,2023-03-24,AMJK,SW,HBT180450450AM-48,27.79,SAIA-IP,1,1425
W32A734,2023-03-03,AMJK,SW,EHB0631977500AM-40,13.94,GILTNER-AM,5,7445
W32A734,2023-03-03,AMJK,SW,ELB0402959000S263-20,13.94,GILTNER-AM,15,12750
W32A734,2023-03-03,AMJK,SW,ELB0511975000AM-50,13.94,GILTNER-AM,1,1005
W32A734,2023-03-03,AMJK,SW,EPB0802005000AM-40,13.94,GILTNER-AM,9,11520
W32A737,2023-03-07,AMJK,SW,EPB1152003500AM-40,3.87,SAIA-IP,3,3864
W32A737,2023-03-07,AMJK,SW,HCB1151801000AM-48,3.87,SAIA-IP,1,1590
W32A737,2023-03-07,AMJK,SW,HCB1201801000AM-48,3.87,SAIA-IP,1,1659
W32A741,2023-03-08,AMJK,SW,HCB0701201500AM-80,18.88,CWF-IP,1,1613
W32A741,2023-03-08,AMJK,SW,HSB0631601500AM-64,18.88,CWF-IP,5,7740
W32A753,2023-03-01,AMJK,SW,PSB0301701476AM-112P,21.22,DRAKE-AM,52,17524
W32A765,2023-03-07,AMJK,SW,ELB0441977500AM-50EX,8.11,CHR-AM,1,1300
W32A765,2023-03-07,AMJK,SW,EPB0702005000AM-40EX,8.11,CHR-AM,16,17920
W32A765,2023-03-07,AMJK,SW,EPB1152003500AM-40EX,8.11,CHR-AM,1,1288
W32A765,2023-03-07,AMJK,SW,HCB0701801500AM-32EX,8.11,CHR-AM,10,9680
W32A766,2023-03-22,AMJK,SW,EHB0631975000AM-50EX,8.01,SAIA-IP,5,6205
W32A768,2023-03-22,AMJK,SW,ELB0901975000AM-40,5.82,CAL-AM,28,39704
W32A783,2023-03-20,AMJK,SW,EHB0801976000AM-40,9.9,GILTNER-AM,10,15130
W32A783,2023-03-20,AMJK,SW,EHB1151973500AM-40,9.9,GILTNER-AM,10,12690
W32A783,2023-03-20,AMJK,SW,PSB0381701476AM-48,9.9,GILTNER-AM,7,5124
W32A784,2023-03-15,AMJK,SW,HCB0901501500AM-48,13.49,GILTNER-AM,2,3110
W32A784,2023-03-15,AMJK,SW,HLP100450450AM-64,13.49,GILTNER-AM,8,8560
W32A784,2023-03-15,AMJK,SW,PSB0331701476AM-112P,13.49,GILTNER-AM,30,11130
W32A785,2023-03-08,AMJK,SW,EHB0702956500AM-20,11.41,GILTNER-AM,3,3222
W32A785,2023-03-08,AMJK,SW,EHB0801975000AM-40,11.41,GILTNER-AM,2,2522
W32A785,2023-03-08,AMJK,SW,EUM0802005000AM-406%,11.41,GILTNER-AM,10,12800
W32A785,2023-03-08,AMJK,SW,HLP100368450NO-64,11.41,GILTNER-AM,10,8770
W32A785,2023-03-08,AMJK,SW,PSB0301301968AM-126P,11.41,GILTNER-AM,5,1935
W32A787,2023-03-01,AMJK,SW,ELB0511979000AM-40,20.22,CWF-IP,1,1447
W32A787,2023-03-01,AMJK,SW,EUB0802005000AM-40,20.22,CWF-IP,2,2560
W32A816,2023-03-06,AMJK,SW,ETY0802005000AM-40,22.17,CWF-IP,1,1280
W32A828,2023-03-21,AMJK,SW,HCB0801201500AM-60,55.81,PDI-AM,1,1382
W32A828,2023-03-21,AMJK,SW,PSB0301501968NO-126P,55.81,PDI-AM,12,5352
W32A829,2023-03-07,AMJK,SW,HCB0511801300AM-32EX,5.49,SAIA-IP,10,6110
W32A830,2023-03-22,AMJK,SW,EHB0701976500C815-40,8.77,PDI-AM,8,11472
W32A833,2023-03-02,AMJK,SW,ELB0512959000AM-20,22.81,SAIA-IP,4,4332
W32A834,2023-03-29,AMJK,SW,ELB0802005500AM-40EX,1.6,TRAFFIX-AM,12,16896
W32A834,2023-03-29,AMJK,SW,ELB0803005500AM-20EX,1.6,TRAFFIX-AM,21,22176
W32A837,2023-03-15,AMJK,SW,CLV04730012000AM-16,6.05,CHR-AM,20,21660
W32A837,2023-03-15,AMJK,SW,HCB0601502000W051-24,6.05,CHR-AM,12,8292
W32A837,2023-03-15,AMJK,SW,HCB0751501500W051-24,6.05,CHR-AM,3,1944
W32A837,2023-03-15,AMJK,SW,HSB0631501500W051-32,6.05,CHR-AM,6,6534
W32A841,2023-03-08,AMJK,SW,CHV07030011000AM-12,6.41,AAL-AM,4,4436
W32A841,2023-03-08,AMJK,SW,EHB1152953500W051-20,6.41,AAL-AM,10,9500
W32A841,2023-03-08,AMJK,SW,EPB0802006000W051C-32X,6.41,AAL-AM,10,12290
W32A841,2023-03-08,AMJK,SW,EPB0802006300AM-32,6.41,AAL-AM,5,6450
W32A841,2023-03-08,AMJK,SW,HCB0751801500W051-48,6.41,AAL-AM,4,6220
W32A842,2023-03-03,AMJK,SW,HSB0631801500AM-64,0,CPU,8,13936
W32A856,2023-03-02,AMJK,SW,EHB0631975000AM-50,3.4,IP-TRUCK,12,14892
W32A856,2023-03-02,AMJK,SW,HLP115400450AM-64,3.4,IP-TRUCK,15,16020
W32A858,2023-03-01,AMJK,SW,HSB0511601500M530-64,35.4,SAIA-IP,2,2506
W32A869,2023-03-06,AMJK,SW,PSB0331701968AM-84P,27.29,CHR-AM,52,19292
W32A879,2023-03-13,AMJK,SW,EPB0802006000AM-40,7.81,CAL-AM,3,4608
W32A879,2023-03-13,AMJK,SW,EPB1152003500AM-40,7.81,CAL-AM,1,1288
W32A879,2023-03-13,AMJK,SW,HCB0801801500AM-48,7.81,CAL-AM,2,3318
W32A879,2023-03-13,AMJK,SW,HSB0631601500AM-64,7.81,CAL-AM,1,1548
W32A879,2023-03-13,AMJK,SW,HSB0671801500AM-64,7.81,CAL-AM,10,18520
W32A882,2023-03-06,AMJK,SW,EHB0631975000AM-50,11.86,CHR-AM,5,6205
W32A882,2023-03-06,AMJK,SW,ELB0611975000AM-50,11.86,CHR-AM,8,9616
W32A882,2023-03-06,AMJK,SW,EPB0802005000AM-40,11.86,CHR-AM,2,2560
W32A882,2023-03-06,AMJK,SW,EPB0805005000AM-16,11.86,CHR-AM,2,2560
W32A882,2023-03-06,AMJK,SW,HCB1101801000AM-48,11.86,CHR-AM,1,1521
W32A882,2023-03-06,AMJK,SW,HLP115450450AM-64,11.86,CHR-AM,1,1204
W32A882,2023-03-06,AMJK,SW,HSB0571501000J015-64,11.86,CHR-AM,1,876
W32A888,2023-03-23,AMJK,SW,HLB0451301476C232-48,40.2,PDI-AM,10,6630
W32A908,2023-03-28,AMJK,SW,CHV1402003000AM-40,6.19,DRAKE-AM,2,2688
W32A908,2023-03-28,AMJK,SW,CHV1402005400AM-24,6.19,DRAKE-AM,10,14520
W32A908,2023-03-28,AMJK,SW,CHV1404003000AM-16,6.19,DRAKE-AM,15,16125
W32A913,2023-03-15,AMJK,SW,EHB0631977500AM-40,10.8,CHARGER-AM,5,7445
W32A913,2023-03-15,AMJK,SW,EHL0632005000AM-50,10.8,CHARGER-AM,2,2520
W32A913,2023-03-15,AMJK,SW,ELB0512959000AM-20,10.8,CHARGER-AM,4,4332
W32A913,2023-03-15,AMJK,SW,ELB0631977500AM-40,10.8,CHARGER-AM,2,2978
W32A913,2023-03-15,AMJK,SW,EMB04219711000AM-40,10.8,CHARGER-AM,4,5824
W32A913,2023-03-15,AMJK,SW,HLB0551801500AM-64,10.8,CHARGER-AM,5,7605
W32A914,2023-03-17,AMJK,SW,CHV1402003000AM-40,5.39,CHARGER-AM,1,1344
W32A914,2023-03-17,AMJK,SW,CLV04520015000AM-24,5.39,CHARGER-AM,10,12960
